app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
一键锁屏,com.jiubang.goscreenlock.plugin.lockscreen,手机美化,3.1万人安装,126KB,https://android-artworks.25pp.com/fs08/2016/06/08/2/1_c67e0709d5b221ef02dc4f46bc4b519a_con_130x130.png,一键锁屏，iPhone风格，在任意界面轻触悬浮图标即可进行锁屏，彻底解放您的电源键。 您需要允许一键锁屏获得锁屏管理权限，激活锁屏功能。 很抱歉因为卸载问题给很多用户带来困扰。卸载一键锁屏并没有问题，只是因为Android系统的局限性和一键锁屏的配置需要，卸载一键锁屏需要多一步操作。我们已经在一键锁屏设置界面提供了直接卸载的功能，或者您也可以先到“系统设定—>安全—>设备管理器”中取消一键锁屏的锁屏权限，再执行正常的卸载操作。 如果您遇到任何问题，或者对我们的锁屏程序及方案有任何建议，请及时通知我们，谢谢！E-mail: golauncher@goforandroid.com  一键锁屏更新内容新版变化 1.（修复）部分崩溃问题 了解更多  ,"['https://android-screenimgs.25pp.com/fs08/2019/05/27/4/110_2100078df3a676576d09ff0c1e4979fe_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_98b5e9435af8db70f24787cb7e5a4034_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/6/110_9792c2e6e8fc91b954c1efa5dcbff2f4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_e18079b229ece62de57f0068937d6049_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/7/110_29e295ccd58e791001578f023579b30a_234x360.jpg']",来自海纳搜索,https://www.wandoujia.com/apps/com.jiubang.goscreenlock.plugin.lockscreen/download/dot?ch=detail_normal_dl,  从现在开始，彻底解放您的电源键  , 1.60,28541,14, 1.60
指纹密码文字锁屏,com.yy.only.safe1,手机美化,7.6万人安装,4.23MB,https://android-artworks.25pp.com/fs08/2016/08/18/2/110_849b2f5a8ad8f856f10daadb2b0b4610_con_130x130.png,厌烦了别人随意打开你手机屏幕？想体验一把整蛊别人的快感？看某人不顺眼想调戏一下TA？独一无二的指纹密码锁屏，各种匪夷所思，各种意想不到，实乃打击偷窥者的居家必备利器！1.壁纸：多款指纹解锁动态壁纸随您替换使用，谁海量唯美指纹锁屏，美轮美奂，谁说指纹解锁就要千篇一律。2.便捷：选中主题，点击设置锁屏，录入指纹或密码即可。锁屏状态下，您还可以轻松查看时间，电量，天气，短信来电通知。3.安全：除了普通的九宫格锁屏或密码锁屏，更有独创的指纹解锁方式，除了你，谁也别想解锁你的手机！4.DIY：更多新奇的指纹密码解锁方式等你DIY，尽情发挥你的创意！兼具智能识别和娱乐功能，你的锁屏只有你能做主！ 指纹密码文字锁屏更新内容1.新增炫酷的DIY主题功能，随心DIY2.全新界面，改版提升多处用户体验3.程序猿哥哥优化多个反馈问题 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/3/110_ecf3b516d353821a26ca0dbd065f10eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/4/110_2d3e225af92163ab91a84cc65ef052e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_af37a388b502d38963a3e112dbfb1e58_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/10/110_4e548644651e3e906f8ce4e13da12381_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_1f8443dce0f4fff777e09246ab46c62d_234x360.jpg']",深圳市朴朴电子商务有限公司,https://www.wandoujia.com/apps/com.yy.only.safe1/download/dot?ch=detail_normal_dl,  一款高逼格的指纹锁屏，唯美指纹锁屏新体验！  , 1.3.6,6621839,224, 1.3.6
内涵密码锁,com.tpad.change.unlock.content.nei4han2mi4ma3suo3,手机美化,6万人安装,8.87MB,https://android-artworks.25pp.com/fs08/2016/06/08/6/1_f7c0a27c90274016b6a596997df30f47_con_130x130.png,极具内涵的重口味内涵密码锁来袭啦！爱好各种内涵的朋友们来看看，绝对可以满足你的重口味。每天更新清新伤感、唯美温馨、3D酷炫主题壁纸，神秘星空，护眼壁纸，专业设计师团队倾心之作；定制个性多样密码锁，贴心守护每一刻；DIY全新秀场，与小伙伴分享自己的创意时刻，化身艺术家；超多明星偶像李易峰、鹿晗、赵丽颖、EXO、tfboys等你来；秦时明月、云中歌、盗墓笔记，只为喜欢电视剧的你；最高端：唯美清新、3D炫酷，可爱卡通，护眼壁纸，应有尽有；最有料：专业设计师团队，古今中外，包罗万象；最方便：本地在线，瞬间移动，指哪到哪儿；最安全：极难解锁，安全加密，打造史上最强大脑；最个性：超级DIY，私人订制，任意组合，随心所欲。最丰富的内容，护眼壁纸，唯美温馨、3D酷炫、可爱卡通，清新伤感，款款精品 ，总有一款适合您;最个性的DIY，下载DIY锁屏模板，可以制作属于您自己的锁屏，让您成为锁屏达人；最创意的解锁，解锁支持音效，超难文字解锁，等待文字控，支持重力感应的主题还有重力感应效果；最快乐的分享，制作好的DIY锁屏可以分享到您的社交圈，让您的亲朋好友一起使用； ,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/3/110_ecf3b516d353821a26ca0dbd065f10eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/4/110_2d3e225af92163ab91a84cc65ef052e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_af37a388b502d38963a3e112dbfb1e58_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/10/110_4e548644651e3e906f8ce4e13da12381_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_1f8443dce0f4fff777e09246ab46c62d_234x360.jpg']",苏州天平先进数字科技有限公司,https://www.wandoujia.com/apps/com.tpad.change.unlock.content.nei4han2mi4ma3suo3/download/dot?ch=detail_normal_dl,  极具内涵的重口味内涵密码锁来袭啦！爱好各种内涵的朋友们来看看，绝对可以满足你的重口味。每天更新清新伤  , 3.6.12.8,6165206,488, 3.6.12.8
桌面萌宠,com.aswind.libdesktoppet,手机美化,3.9万人安装,16.96MB,https://android-artworks.25pp.com/fs08/2019/03/28/8/110_3894febcbdfea7c269736d64fafb26f0_con_130x130.png,《桌面萌宠》是一款独具一格的桌面宠物养成应用，超级酷炫的桌面萌宠养成大集合。内置30多种宠物可供用户选择，每个宠物都具有独特的声音和动画效果，【多种宠物随意选择】内置各种桌面宠物：皮卡丘、史迪仔、哆啦A梦、初音未来、大白、小黄人、长草颜、海绵宝宝、、守护甜心、阿狸、龙猫、蜡笔小新、小熊维尼、加菲猫、以及各种明星游戏角色等应有尽有【完善的宠物养成系统】喂养宠物可以有丰富的食物可供选择：包子、面条、粥、牛奶、药品、大力丸、回魂丹等各种物品，效果各异【有趣的学习打工系统】宠物可以通过学习：搬砖、挖矿、烹饪、种植、教师、医学、工程、科学、创造等各项有趣的技能进行对应的打工项目赚取宠物生活所需的金币 桌面萌宠2019更新内容1.取消长按宠物出现控制宠物界面的功能；2.调整宠物生长速度；3.增加AI语音功能；4.修复bug. ,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/3/110_ecf3b516d353821a26ca0dbd065f10eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/4/110_2d3e225af92163ab91a84cc65ef052e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_af37a388b502d38963a3e112dbfb1e58_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/10/110_4e548644651e3e906f8ce4e13da12381_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_1f8443dce0f4fff777e09246ab46c62d_234x360.jpg']",宝鸡如风信息科技工作室,https://www.wandoujia.com/apps/com.aswind.libdesktoppet/download/dot?ch=detail_normal_dl,  酷炫桌面萌宠养成  , 1.5.2,7693345,14, 1.5.2
壁纸大全,bizhi.haomm.tianfa,手机美化,2.9万人安装,5.54MB,https://android-artworks.25pp.com/fs08/2019/01/03/3/110_98d12e90c097db9a34626d05f68444cf_con_130x130.png,有以久违相聚、恬静、腼腆等不同场景、不同阶段情调为主题的壁纸。随着手指轻轻地滑动，你可以从中感受到过去的美好、现在的幸福、未来的憧憬心动不如行动，赶快行动吧！还有头像图片哦，好玩的桌面美化APP、全球风暴、明星大侦探、蘑菇点点、秋田君、汤圆酱等众知名IP主题，更有形象神秘企划中！ 壁纸大全2019更新内容增加了头像功能 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/27/4/110_2100078df3a676576d09ff0c1e4979fe_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_98b5e9435af8db70f24787cb7e5a4034_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/6/110_9792c2e6e8fc91b954c1efa5dcbff2f4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_e18079b229ece62de57f0068937d6049_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/7/110_29e295ccd58e791001578f023579b30a_234x360.jpg']",贵阳市欣欣快发科技有限公司,https://www.wandoujia.com/apps/bizhi.haomm.tianfa/download/dot?ch=detail_normal_dl,  壁纸分类更丰富哦  , 879,7859315,989, 879
360桌面,com.qihoo360.launcher,手机美化,3.8万人安装,12.22MB,https://android-artworks.25pp.com/fs08/2019/05/06/3/2_030ea12148babd39e2ae42bd8c78f2c6_con_130x130.png,【为什么你需要360桌面？】- 你感觉你的爱机越用越慢，越来越嫌弃它吗？,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/3/110_ecf3b516d353821a26ca0dbd065f10eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/4/110_2d3e225af92163ab91a84cc65ef052e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_af37a388b502d38963a3e112dbfb1e58_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/10/110_4e548644651e3e906f8ce4e13da12381_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_1f8443dce0f4fff777e09246ab46c62d_234x360.jpg']",上海欧拉网络技术有限公司,https://www.wandoujia.com/apps/com.qihoo360.launcher/download/dot?ch=detail_normal_dl,  最接地气的实用、安全桌面软件  , 8.2.4,280329,8240, 8.2.4
XP桌面,com.mobilewindow_XP,手机美化,7.8万人安装,23.71MB,https://android-artworks.25pp.com/fs08/2018/10/01/0/106_720853f6b8c81025d3c9a735810e409e_con_130x130.png,WindowsXP桌面是一款让您的手机变成WindowsXP风格的桌面工具。让你的手机可以体验电脑操作习惯。并且内含桌面主题、静态壁纸、视频壁纸和Windows风格小控件，等大量资源等您来发现和使用。 XP桌面更新内容1.新增动态壁纸2.修改部分bug,"['https://android-screenimgs.25pp.com/fs08/2019/06/18/11/110_21f7fc4d3765cc96d1ada62c5111bc92_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_f6781011f20b6c7bcf216615da4b2aa0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_24dbf68e44dc63fa9d03e671b04bb659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/7/110_a9e618a1c73e89c47597a72cae758944_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/5/110_087f9c1541e39d682451dcd03487f173_234x360.jpg']",上海高欣,https://www.wandoujia.com/apps/com.mobilewindow_XP/download/dot?ch=detail_normal_dl,  WindowsXP桌面是一款让您的手机变成WindowsXP风格的桌面工具。让你的手机可以体验电脑操  , MW20180828,7254971,20180828, MW20180828
来电视频,color.phone.led.flash.call.screen,手机美化,1.5万人安装,18.54MB,https://android-artworks.25pp.com/fs08/2019/06/19/2/110_9e75373c10861b27c5bf4060618b75ee_con_130x130.png,来电视频新-抖音超火动态壁纸实时更新，手机来电一键设置 来电视频铃声多-千万精彩视频壁纸库，来电想换就换 来电视频主题炫-原创高清各种炫酷动态来电视频 、来电闪光来电视频热-火影写轮眼、炫酷跑马灯、情侣分屏视频壁纸等应有尽有 每天推送一套时下最流行动态壁纸合辑，满满的都是热门经典！真好~ 小编推荐：专业来电视频铃声APP，百万高清炫酷动态主题锁屏壁纸！真好~特色功能：【来电视频&高清&无水印】精选热门来电视频主题壁纸，来电桌面和锁屏壁纸像视频一样播放，视频壁纸多多！轻松上手、流畅省电、绿色安全、完美适配。 【一键设置&易操作】 快速找到你想要的视频壁纸、动态来电视频主题，一键设置，方便快捷。 【来电视频制作】 自定义手机来电视频铃声，让你的电话更炫酷。 【来电闪光】炫酷来电闪光一键设置。【海量视频资源】 炫酷跑马灯、情侣分屏、唯美治愈系风景来电视频、个性文字视频、专属姓氏视频、卡通动漫视频、游戏动态视频、影视人物视频、液态视频等应有尽有。 来电视频2019更新内容1、热门视频更新不断2、优化设置问题 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/18/11/110_21f7fc4d3765cc96d1ada62c5111bc92_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_f6781011f20b6c7bcf216615da4b2aa0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_24dbf68e44dc63fa9d03e671b04bb659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/7/110_a9e618a1c73e89c47597a72cae758944_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/5/110_087f9c1541e39d682451dcd03487f173_234x360.jpg']",合肥胖宝科技有限公司,https://www.wandoujia.com/apps/color.phone.led.flash.call.screen/download/dot?ch=detail_normal_dl,  炫酷个性来电秀  , 1.3.2,7934655,24, 1.3.2
漫芽糖绘画,com.tiantianaituse,手机美化,4.1万人安装,39.42MB,https://android-artworks.25pp.com/fs08/2019/06/12/8/110_ec787e2bab9f2e0e43b2a89893458727_con_130x130.png,用指尖描绘二次元！想给萌萌的二次元人物线稿上色吗？想打造属于自己的个性化二次元壁纸吗？这是一款制作精美的二次元绘画创作应用，包含涂色、勾线、指绘等丰富的二次元绘画创作方式，操作难度低，即使是小白也能创作出惊艳的画作；放松心情，展现你的艺术天分！快来体验吧~~ 漫芽糖绘画2019更新内容v5.5.3 版本更新 （1）增加评论悬浮显示~~ （2）增加手机号登录~~ （3）增加比赛版块~~ （4）优化功能和体验~~ （5）修复了一些bug~~ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/18/11/110_21f7fc4d3765cc96d1ada62c5111bc92_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_f6781011f20b6c7bcf216615da4b2aa0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_24dbf68e44dc63fa9d03e671b04bb659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/7/110_a9e618a1c73e89c47597a72cae758944_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/5/110_087f9c1541e39d682451dcd03487f173_234x360.jpg']",北京枫谷科技有限公司,https://www.wandoujia.com/apps/com.tiantianaituse/download/dot?ch=detail_normal_dl,  用指尖描绘二次元  , 5.5.3,7652295,108, 5.5.3
安卓动态壁纸锁屏,com.androidesk.livewallpaper,手机美化,5.3万人安装,14.36MB,https://android-artworks.25pp.com/fs08/2019/06/17/8/110_0455f4b22a5e4d15e340de3aa483c862_con_130x130.png,安卓动态壁纸，使用了最先进的游戏引擎，在保证了特效高清逼真的前提下，使大小在可接受的程度，达到节省宝贵的手机内存的目的。安卓壁纸，超炫动态壁纸，百万高清视频壁纸库，每天更新！！安卓动态壁纸，壁纸多多，视频多多，小伙伴多多，还不赶紧燥起来！！！【简单轻松的视频壁纸】无论是精彩的西瓜视频、优酷视频，还是搞笑的抖音视频、咪咕视频，高清的爱奇艺视频、搜狐视频，都可以轻松设置为桌面视频，而且可以设定智能播放。【自主上传diy各种特效的动态壁纸】自己拍摄桌面主题和动态壁纸，视频制作、视频剪裁、视频编辑、视频剪辑，视频去水印，想怎么玩怎么玩。直接设置为手机壁纸锁屏。【精准搜索】偶像明星、国民老公、萌宠、各类的视频一键搜索直达手机桌面。【可靠安全，绿色流畅】占用可以忽略不计的系统运存，达到省电，不重复自启的目的。配合动态壁纸功能适配各种安卓机。有问题，没问题，欢迎来撩~~~想要资源，分享资源，欢迎来撩~~~无聊，没人陪，欢迎来撩~~~蛋蛋君和另外上万小伙伴，在QQ和微信视频壁纸大群恭候大驾 安卓动态壁纸锁屏2019更新内容更新超多高清动态美图壁纸，修复已知问题，新版本操作更稳定哦 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/18/11/110_21f7fc4d3765cc96d1ada62c5111bc92_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_f6781011f20b6c7bcf216615da4b2aa0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/3/110_24dbf68e44dc63fa9d03e671b04bb659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/7/110_a9e618a1c73e89c47597a72cae758944_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/18/5/110_087f9c1541e39d682451dcd03487f173_234x360.jpg']",北京光点图灵网络科技有限公司,https://www.wandoujia.com/apps/com.androidesk.livewallpaper/download/dot?ch=detail_normal_dl,  海量精美壁纸，让你的爱机美翻天  , 4.0.1,539105,251, 4.0.1
