app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号
坐公交,com.lty.zuogongjiao.app,旅游出行,1.3万人安装,36.75MB,https://android-artworks.25pp.com/fs08/2019/06/13/1/110_ae245c8e5648a4f555f859227b5d7251_con_130x130.png,出行必备神器-坐公交，让您轻松掌握公交的实时位置：车到哪了，还有几站，需要多少分钟等一目了然。秒变出行达人，从此上班不迟到。【支持城市】蚌埠、宝鸡、巴中、常德、长沙、赤壁、大同、鄂尔多斯、恩平、邯郸、黄山、九江、柳州、牡丹江、宁海、潜江、秦安、秦皇岛、三河、商丘、邵阳、天水、铜仁、武安、咸宁、咸阳、新昌，更多城市敬请期待。【软件介绍】1、实时公交：紧密连接公交公司的运营计划，自动定位您的当前位置，为您找到最近的公交站，告诉您最近的车到哪啦；2、路线规划：说出想要到达的目的地，快速获得公交出行方案，全城出行，随心所欲 ；2、定制公交：价格亲民、自主选票、快捷验票、一人一座、一站直达，品质出行；3、移动支付：避免无卡无零钱的尴尬，支付更简单高效，出行更轻松便捷；4、评价反馈：随时随地上报线路、站点、车辆、司机等问题，提升公交服务，共建美好出行；5、发现更多：公交动态、失物招领、公交商城等更多发现，给您惊喜不断。【联系我们】官方邮箱：lantaiyuan@lantaiyuan.com 联系电话： 0755-26968718  公众号：蓝泰源,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_14ad824a2fc26a8eab56d7bd5077fe53_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_bb28199e9b3348ee7e9411f84badf464_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_902be825d91e411841acb6786e9a3945_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_377bdfee2b10b18aa89edb15836e73c1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_e1435a1b733c87edab20272897251e6d_234x360.jpg']",深圳市蓝泰源信息技术股份有限公司,https://www.wandoujia.com/apps/com.lty.zuogongjiao.app/download/dot?ch=detail_normal_dl,  优选公交绿色出行  , 1.6.5
滴滴车主,com.sdu.didi.gsui,旅游出行,43.3万人安装,69.22MB,https://android-artworks.25pp.com/fs08/2019/06/04/4/106_37f54900d4def25de39692810916e006_con_130x130.png,我们为滴滴出租车司机和车主最简单，最广泛，最智能，最便捷，最专业的服务#1.量身定制，国民首选：操作简单使用方便，全国百城千万司机用户首选。,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_14ad824a2fc26a8eab56d7bd5077fe53_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_bb28199e9b3348ee7e9411f84badf464_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_902be825d91e411841acb6786e9a3945_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_377bdfee2b10b18aa89edb15836e73c1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_e1435a1b733c87edab20272897251e6d_234x360.jpg']",北京小桔科技有限公司,https://www.wandoujia.com/apps/com.sdu.didi.gsui/download/dot?ch=detail_normal_dl,  滴滴优步司机招募  , 5.1.54
路路通,com.lltskb.lltskb,旅游出行,2.7万人安装,6.35MB,https://android-artworks.25pp.com/fs08/2019/06/14/4/106_24ef11face5cf38137138e8aba03d480_con_130x130.png,路路通时刻表是一款专业好用，更新及时的时刻表，不需要联网也可以查询，主要特色如下：1.时刻查询，包括不规则开行日期的车次以及临客都可以正确查询到开行与否。2.车站施工，临时封站，或列车有计划停开这些临时信息都可以自动处理。3.余票查询，列车正晚点查询，手机购票等都可以(需联网)。4.站名百科，让你了解车站所在地的风土人情。5.多种设置方案供你选择，更加方便你使用。6.无广告，无偷流量内容，让你用着更放心喝舒心。7.一键升级功能使你用着更舒心。8.购票不经过中转服务器，查询更快捷。,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_14ad824a2fc26a8eab56d7bd5077fe53_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_bb28199e9b3348ee7e9411f84badf464_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_902be825d91e411841acb6786e9a3945_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_377bdfee2b10b18aa89edb15836e73c1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_e1435a1b733c87edab20272897251e6d_234x360.jpg']",路路通,https://www.wandoujia.com/apps/com.lltskb.lltskb/download/dot?ch=detail_normal_dl,  数据准确、功能全面，列车查询必备  , 4.0.0.20190628
美团打车司机,com.meituan.qcs.r.android,旅游出行,2.1万人安装,63.08MB,https://android-artworks.25pp.com/fs08/2019/05/30/7/110_602960367216f8b9c26fff84ebaa791f_con_130x130.png,美团打车，让出行变得再方便一些。 汇聚美团打车用户端的打车需求，以订单的形式推送给司机，使司机在空闲时间以自由接单、系统派单等方式服务乘客的一款app软件！轻松呼叫，便捷支付，无论您身处何方，只要打开软件，轻轻一点，定制您的专属司机！,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_14ad824a2fc26a8eab56d7bd5077fe53_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_bb28199e9b3348ee7e9411f84badf464_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_902be825d91e411841acb6786e9a3945_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_377bdfee2b10b18aa89edb15836e73c1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_e1435a1b733c87edab20272897251e6d_234x360.jpg']",上海路团科技有限公司,https://www.wandoujia.com/apps/com.meituan.qcs.r.android/download/dot?ch=detail_normal_dl,  一款司机兼职软件  , 2.3.1
联动云租车,com.ldygo.qhzc,旅游出行,3.6万人安装,16.62MB,https://android-artworks.25pp.com/fs08/2019/06/13/7/110_71c5ac5d27ec384be280a80b0b87487c_con_130x130.png,联动云租车主要提供高品质的共享用车出行服务，同时，提供短租自驾，企业长租等多样化的用车选择，通过打造互联网基因的联动云APP，实现为用户提供全方位，自主性的用车服务，是品质用车的。【品牌好车】提供观致5SUV、观致3两款燃油车为主，其性获欧洲碰撞测试全五星评分。同时，部分城市搭配朗逸、起亚K2、东风标致3008等车型，为用户提供高品质，多样化的用车选择。【一键用车】通过APP，一键取还用车，高效便捷，省时无忧。【全天客服】提供24小时客服，全天为您守候，致力于高效解决问题。【租购用车】通过定制灵活的汽车以租代购产品，为用户提供符合心意的租车、购车选择。【全国发展】目前，联动云已登陆广州、深圳、成都、重庆、武汉、长沙、南京、苏州、西安、郑州、济南、合肥、福州、厦门、海口、三亚、南宁、昆明、石家庄、太原、沈阳、长春、哈尔滨、兰州、银川、西宁、呼和浩特、珠海、东莞、佛山、无锡、常州、镇江、常熟、株洲、陵水、乐东、文昌、琼海、定安、澄迈、儋州、丽江、大理等城市，更多城市持续开业中，敬请期待… …    客服热线：10101100    官方网站：http://www.ldygo.com,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_29c697b03ec0165f08937c97ebc2a05a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_cdd3e72838aa79487078699079c62a81_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_284aa58593e42c954b1308c2e4e70c86_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_734a4e7bac55082bae8a44691ac849e4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_946aef896944a9a4a7600ed2b3e3d362_234x360.jpg']",深圳前海联动云软件科技有限公司,https://www.wandoujia.com/apps/com.ldygo.qhzc/download/dot?ch=detail_normal_dl,  自驾租车共享汽车  , 4.3.1
航旅纵横,com.umetrip.android.msky.app,旅游出行,9.2万人安装,50.35MB,https://android-artworks.25pp.com/fs08/2019/06/10/8/110_3b16743cdd5fba4a77a47630f755218b_con_130x130.png,坐就用航旅纵横 我们是中国民航信息官方出品 我们是优等生：App Store 长期精品推荐 我们只提供权威、及时、全面的航班、机票、机场查询信息 【就这么傲娇】 2013年：入选中国区App Store 2013 年度精选 2014年：第九届中国旅游金榜在线旅游奖 2014年：中国企业新媒体运营奖 2014年：中央企业“影响力十大新媒体账号” 2015年：常旅客喜爱的手机应用APP “飞客旅行奖” 【您想不到的功能我们有】 航班动态预警：航班动态全知道，延误预警早报告 自动导入行程：无须您添加，行程自动跳到碗里来 延误猜一猜：航班延误，航旅买单 旅豆兑换中心：旅豆赚赚赚，换换换 气象异常消息：天气异常，小横来报 【您想到的功能我们也有】 航班动态：航班动态及时晓，官方数据任您查 手机值机：随时随地在线值机，轻松愉快 机场雷达：手机变雷达，查看机场上空实时动向 常客卡：支持不同航空公司的常客卡添加，方便管理 机票搜索：真实、准确的机票信息 行程验真：机票真假一验便知，保障您的出行权利 【求调戏】 QQ群：315399820、302422066、328822013、233633496 邮箱：umetrip@travelsky.com,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_29c697b03ec0165f08937c97ebc2a05a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_cdd3e72838aa79487078699079c62a81_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_284aa58593e42c954b1308c2e4e70c86_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_734a4e7bac55082bae8a44691ac849e4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_946aef896944a9a4a7600ed2b3e3d362_234x360.jpg']",中航信移动科技有限公司,https://www.wandoujia.com/apps/com.umetrip.android.msky.app/download/dot?ch=detail_normal_dl,  中国民航信息官方出品，民众出行必备App  , 5.0.2
首汽约车,com.ichinait.gbpassenger,旅游出行,6.8万人安装,61.45MB,https://android-artworks.25pp.com/fs08/2019/06/05/1/110_d0868a11fde196046aec62043d85beac_con_130x130.png,首汽集团开发的互联网约租车平台，为客户提供安全、便捷、舒适的高品质出行服务。【主要服务】全面覆盖专车、出租车、国际用车、巴士、深港通、无障碍、短租自驾、包车、接送机等出行业务，满足您的各项出行需求即时用车--待命车辆 随叫随到预约用车--一切行程 尽在掌握接/送机--无缝对接 行程无忧代人叫车--送TA惊喜 送去安心机构用车--企业专享 无忧管理多日接送--上班上学就医，3-15天固定行程一键预约【产品特色】专心为您——正规车辆，专职司机专业驾车——专业培训，安全乘车专注服务——68载品质服务【企业专享】◆ 企业专享帐号——用车数据统计、分析预定◆ 一对一专属服务——安排专人对接服务◆ 定制化服务——政务、商务、会议用车、储值卡 【联系方式】官方网站：www.01zhuanche.com合作热线：010-65206195客服热线：10105678企业邮箱：gongsi@01zhuanche.com,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_29c697b03ec0165f08937c97ebc2a05a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_cdd3e72838aa79487078699079c62a81_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_284aa58593e42c954b1308c2e4e70c86_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_734a4e7bac55082bae8a44691ac849e4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_946aef896944a9a4a7600ed2b3e3d362_234x360.jpg']",首约科技（北京）有限公司,https://www.wandoujia.com/apps/com.ichinait.gbpassenger/download/dot?ch=detail_normal_dl,  高品质出行软件  , 7.0.1
榛果民宿,com.meituan.phoenix,旅游出行,1.2万人安装,34.22MB,https://android-artworks.25pp.com/fs08/2019/06/03/9/110_7a2357edddd06088b08d1a7237de3fe0_con_130x130.png,"""让年轻人住得更好！""-榛果民宿 榛果民宿是美团点评旗下的民宿预定平台，专注为旅行者个性化民宿住宿体验，为年轻旅行者外出旅游具有高性价比的民宿，酒店，公寓，客栈，短租，宾馆，旅行住宿，榛果民宿的特点是房源个性化、多样化，住宿年轻化、有趣化。你的旅程值得住得更好！榛果民宿等你来。【主要功能】 房源：房客用户可以查询民宿，公寓，客栈房源并进行。 发布房源：房东可以通过手机号注册并发布公寓和客栈，审核通过后即能成为房东，有偿分享自己的住宿资源。 沟通咨询：用户与房东可以直接沟通，及时互动，了解具体的房源信息及旅程的相关情况，帮助选择住宿。 订单管理：用户可以查询自己所的民宿订单状态，房东可以查看所有房源的公寓和客栈情况。 房态管理：通过日历同步功能可以及时管理房态。 互相评价：房东和房客可以查看彼此的评价信息，同时在入住后支持相互评。 【房东大人】 你可以打造一套属于自己的独特民宿和短租房源； 你可以轻描淡写地每周赚到2000+； 你可以是个银行职员、米粉店老板、失恋女青年、旅游爱好者，旅行者产品经理等社会身份之外的逆天房东！ 官方微博：榛果民宿 官方微信公众号：榛果民宿","['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_29c697b03ec0165f08937c97ebc2a05a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_cdd3e72838aa79487078699079c62a81_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_284aa58593e42c954b1308c2e4e70c86_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_734a4e7bac55082bae8a44691ac849e4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_946aef896944a9a4a7600ed2b3e3d362_234x360.jpg']",厦门榛果假期旅行社有限公司,https://www.wandoujia.com/apps/com.meituan.phoenix/download/dot?ch=detail_normal_dl,  一款民宿App  , 3.9.0
高德导航-intel定制版,com.autonavi.xmgd.navigator.tob,旅游出行,3.3万人安装,14.86MB,https://android-artworks.25pp.com/fs08/2016/06/07/3/1_050e9aa7c9df726de0226cf91a03acb9_con_130x130.png,产品描述说明：此版本仅适用intel x86设备，非intel x86设备请勿安装！！！此版本适用于Intel X86构架的平板及手机产品,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_29c697b03ec0165f08937c97ebc2a05a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_cdd3e72838aa79487078699079c62a81_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_284aa58593e42c954b1308c2e4e70c86_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_734a4e7bac55082bae8a44691ac849e4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_946aef896944a9a4a7600ed2b3e3d362_234x360.jpg']",未知,https://www.wandoujia.com/apps/com.autonavi.xmgd.navigator.tob/download/dot?ch=detail_normal_dl,  intel定制版本  , 9.1.118001.1139.0101
GPS工具箱,com.leduoworks.gpstoolbox,旅游出行,2.5万人安装,9.42MB,https://android-artworks.25pp.com/fs08/2019/06/12/8/110_24914ba422d06b13e355a28465a8f7b3_con_130x130.png,GPS工具箱一款以手机GPS为基础的多功能位置服务软件集，包含多个实用工具，充分发挥您手机的GPS模块功能，且支持离线地图和KML、KMZ导入导出、GPX文件导出。包含线路追踪、测速、位置记录、面积测量等多种工具。功能特点：1、指南针-利用磁阻传感器进行方向识别；2、测速仪-包含速度表、公里表、经纬度、海拔、超速告警；3、精准标记位置-记录当前gps坐标位置；4、位置搜索-根据记录的坐标进行位置搜索，雷达扫描视图；5、线路追踪-时时追踪线路，计算路线长度；6、支持经纬度位置查询、地图任意位置标注及拖动修改；7、支持百度2d平面地图和卫星地图；8、支持google地图、google卫星图、google地形图；9、支持OpenCycleMap等高线地图、OpenStreetMap地图；10、兼容WGS84和bd09ll坐标系统，无偏移地图标记；11、全面支持新版离线地图下载和更新、卫星离线图等；12、支持含地图标记的位置短串分享；13、支持标记点开启线路导航；14、定位精准快速，GPS坐标无漂移；15、支持KML、KMZ导入导出、GPX导出；16、面积测量-支持自动追踪测量和手动面积测量；注意事项：1、仅支持室外能够接收gps信息的区域使用；2、位置坐标精度依赖于您手机的gps芯片性能和当前的环境；,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/10/110_d9b5302e7bc0a2bf04a5ad4b0f3543ed_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/3/110_e03caeacc7f264b562bdc68c09ea0845_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/6/110_d06880953b8a9a7d62f896944e048f0b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_89e119551477c8b7ea59639947ba9158_234x360.jpg']",王鹏,https://www.wandoujia.com/apps/com.leduoworks.gpstoolbox/download/dot?ch=detail_normal_dl,  便捷的gps精准采点和线路追踪测量工具  , 2.3.2
